Meaning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data_individual/data_lydo/ld0011.txt,"19
",,,,,,,,,,,1,,,,,,,,,,,,,1,1,,,,,,1
data_individual/data_lydo/ld0040.txt,"263
",,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
data_individual/data_lydo/ld0050.txt,"351
",,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,1
data_individual/data_lydo/ld0038.txt,"212
",,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
data_individual/data_lydo/ld0021.txt,"100
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data_individual/data_lydo/ld0018.txt,"77
",,,,,,,,,,,1,,,,,1,,,,,1,,,1,1,,,,,,1
data_individual/data_lydo/ld0043.txt,"300
",,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
data_individual/data_lydo/ld0054.txt,"367
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data_individual/data_lydo/ld0037.txt,"204
",,,,,,,1,1,,,1,,,,,,,,,,,,,1,,,,,,,1
data_individual/data_lydo/ld0022.txt,"101
",,,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,1,,1
data_individual/data_lydo/ld0031.txt,"150
",,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
data_individual/data_lydo/ld0041.txt,"281
",,,,,,,,,,,1,,,,1,1,1,,,,,,,,,,,,,1,1
data_individual/data_lydo/ld0016.txt,"70
",,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1
data_individual/data_lydo/ld0036.txt,"200
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data_individual/data_lydo/ld0027.txt,"127
",,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1
data_individual/data_lydo/ld0025.txt,"125
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data_individual/data_lydo/ld0061.txt,"475
",,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
data_individual/data_lydo/ld0044.txt,"312
",,1,1,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,1
data_individual/data_lydo/ld0020.txt,"96
",,,,,,,,,,,1,,,,,1,,,1,,,,,,,1,,,,,1
data_individual/data_lydo/ld0013.txt,"29
",,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1
data_individual/data_lydo/ld0006.txt,"265
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data_individual/data_lydo/ld0059.txt,"464
",,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
data_individual/data_lydo/ld0056.txt,"447
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data_individual/data_lydo/ld0062.txt,"481
",,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
data_individual/data_lydo/ld0057.txt,"451
",,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1
data_individual/data_lydo/ld0008.txt,"63
",,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,1
data_individual/data_lydo/ld0060.txt,"469
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data_individual/data_lydo/ld0034.txt,"192
",,1,1,1,1,1,1,1,,,1,,,,,1,1,,1,1,1,,,,1,,,,,,1
data_individual/data_lydo/ld0058.txt,"452
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data_individual/data_lydo/ld0039.txt,"258
",,,,,1,,1,1,,,1,,,,,,,,1,,1,,,,,,,,,,1
data_individual/data_lydo/ld0053.txt,"367
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data_individual/data_lydo/ld0028.txt,"128
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data_individual/data_lydo/ld0000.txt,"VII.3.1. VỀ CÁC LÝ DO THAM GIA LỚP HỌC “PHƯƠNG PHÁP LUẬN SÁNG
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data_individual/data_lydo/ld0009.txt,"46
",,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
data_individual/data_lydo/ld0046.txt,"321
",,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
data_individual/data_lydo/ld0024.txt,"112
",,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
data_individual/data_lydo/ld0042.txt,"300
",,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
data_individual/data_lydo/ld0055.txt,"446
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data_individual/data_lydo/ld0052.txt,"363
",,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1
data_individual/data_lydo/ld0029.txt,"137
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data_individual/data_lydo/ld0002.txt,"200
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data_individual/data_lydo/ld0047.txt,"333
",,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1
data_individual/data_lydo/ld0035.txt,"197
",,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1
data_individual/data_lydo/ld0012.txt,"20
",,,,,,,,,,,1,,,,1,,,,1,,,,,,,,,,,,1
data_individual/data_lydo/ld0033.txt,"150
",,,,,,,,,,,1,,,,1,,,,,,,,,,1,,,,,,1
data_individual/data_lydo/ld0010.txt,"13
",,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
data_individual/data_lydo/ld0030.txt,"146
",,,,,,,1,1,,,1,,,,,,1,,,,,,,,,,,,,,1
data_individual/data_lydo/ld0001.txt,"335
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data_individual/data_daihoc/dh0030.txt,"462
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data_individual/data_daihoc/dh0011.txt,"70
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data_individual/data_daihoc/dh0021.txt,"304
",,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,1
data_individual/data_daihoc/dh0009.txt,"36
",,,,,,,,,,,1,,,,,,,,1,,,,1,,,,,,,,1
data_individual/data_daihoc/dh0010.txt,"42
",,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
data_individual/data_daihoc/dh0024.txt,"347
",,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
data_individual/data_daihoc/dh0027.txt,"384
",,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,1
data_individual/data_daihoc/dh0015.txt,"128
",,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
data_individual/data_daihoc/dh0003.txt,"7
",,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,1
data_individual/data_daihoc/dh0026.txt,"377
",,,,,,,,,,,1,,,,,1,,,,,1,,1,,1,,,,,,1
data_individual/data_daihoc/dh0014.txt,"125
",,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1
data_individual/data_daihoc/dh0005.txt,"23
",,,,1,,,1,1,,,1,,,,,1,,,,,,,,,,,,,,,1
data_individual/data_daihoc/dh0007.txt,"29
",,,,,,,,,,1,1,,,,,,,,,1,,1,,,,,,,1,1,1
data_individual/data_daihoc/dh0025.txt,"353
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data_individual/data_daihoc/dh0019.txt,"164
",,,,,1,1,1,1,,,1,,,,,1,,,,,,,,,,,,,,,1
data_individual/data_daihoc/dh0004.txt,"13
",,1,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,1
data_individual/data_daihoc/dh0029.txt,"417
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data_individual/data_daihoc/dh0020.txt,"276
",,,,,,,1,1,,1,1,,,,,1,,,,,1,,,,,,,,,,1
data_individual/data_daihoc/dh0016.txt,"140
",,,,,,,,,,,1,1,,,,,,,,,,,,,,1,,,,1,1
data_individual/data_daihoc/dh0023.txt,"322
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data_individual/data_daihoc/dh0001.txt,"3
",,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1
data_individual/data_daihoc/dh0017.txt,"150
",,,,,,,,,,,1,,1,,,,,,1,,,,1,,,,,,,,1
data_individual/data_daihoc/dh0008.txt,"31
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data_individual/data_daihoc/dh0006.txt,"24
",,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,1
data_individual/data_daihoc/dh0000.txt,"VII.3.4. THU HOẠCH CỦA NHỮNG NGƯỜI CÓ TRÌNH ĐỘ ĐẠI HỌC
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data_individual/data_daihoc/dh0012.txt,"98
",,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,1
data_individual/data_daihoc/dh0013.txt,"99
",,,,,,,,,,,1,,,,,,,,1,,,,1,,,,,,1,,1
data_individual/data_daihoc/dh0002.txt,"6
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data_individual/data_daihoc/dh0028.txt,"410
",,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
data_individual/data_daihoc/dh0018.txt,"164
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data_individual/data_daihoc/dh0022.txt,"304
",,,,,,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1
data_individual/data_tudo/td0022.txt,"375
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data_individual/data_tudo/td0025.txt,"386
",,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
data_individual/data_tudo/td0016.txt,"140
",,,,,,,,,,,1,,,,,1,,,,,,,,,,,,1,,,1
data_individual/data_tudo/td0018.txt,"173
",,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,1
data_individual/data_tudo/td0008.txt,"44
",,,,,,,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1
data_individual/data_tudo/td0007.txt,"31
",,,,,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,1
data_individual/data_tudo/td0001.txt,"2
",,,,1,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,1
data_individual/data_tudo/td0021.txt,"368
",,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,1,1
data_individual/data_tudo/td0023.txt,"375
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data_individual/data_tudo/td0003.txt,"7
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data_individual/data_tudo/td0004.txt,"18
",,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
data_individual/data_tudo/td0013.txt,"70
",,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,1,1
data_individual/data_tudo/td0002.txt,"4
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data_individual/data_tudo/td0019.txt,"199
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data_individual/data_tudo/td0015.txt,"131
",,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1
data_individual/data_tudo/td0010.txt,"59
",,,,,,,,,,,1,,,1,,1,1,1,,,,,,,,,,,,,1
data_individual/data_tudo/td0011.txt,"68
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data_individual/data_tudo/td0027.txt,"419
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data_individual/data_tudo/td0017.txt,"140
",,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1
data_individual/data_tudo/td0009.txt,"46
",,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
data_individual/data_tudo/td0006.txt,"28
",,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1
data_individual/data_tudo/td0012.txt,"68
",,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,1
data_individual/data_tudo/td0005.txt,"27
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data_individual/data_tudo/td0024.txt,"381
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data_individual/data_tudo/td0020.txt,"282
",,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1
data_individual/data_tudo/td0028.txt,"448
",,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
data_individual/data_tudo/td0000.txt,"VII.3.3. THU HOẠCH CỦA CÔNG NHÂN, TIỂU THƯƠNG, LÀM NGHỀ TỰ
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data_individual/data_tudo/td0026.txt,"387
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data_individual/data_tudo/td0014.txt,"83
",,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
data_individual/data_tunhan/tn0014.txt,"126
",,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
data_individual/data_tunhan/tn0044.txt,"299
",,,,,,,,,,,1,,,,1,1,,,1,,,,,,1,,,,,,1
data_individual/data_tunhan/tn0023.txt,"153
",,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
data_individual/data_tunhan/tn0042.txt,"290
",,,,,,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1
data_individual/data_tunhan/tn0031.txt,"200
",,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
data_individual/data_tunhan/tn0061.txt,"461
",,1,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,1
data_individual/data_tunhan/tn0065.txt,"461
",,,1,,,,1,1,,,1,,,,,1,,,,,,,,,,,,,,,1
data_individual/data_tunhan/tn0017.txt,"135
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data_individual/data_tunhan/tn0011.txt,"123
",,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
data_individual/data_tunhan/tn0059.txt,"461
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data_individual/data_tunhan/tn0004.txt,"70
",,,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,1
data_individual/data_tunhan/tn0055.txt,"461
",,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
data_individual/data_tunhan/tn0047.txt,"344
",,,,,,,1,1,,1,1,1,,,1,,,1,1,,,,1,,1,,,,,,1
data_individual/data_tunhan/tn0000.txt,"VII.3.6. THU HOẠCH CỦA CÁC NHÂN VIÊN, CÁN BỘ QUẢN LÝ LÀM VIỆC
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data_individual/data_tunhan/tn0057.txt,"461
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data_individual/data_tunhan/tn0036.txt,"215
",,,,,,,,,,,1,,,,1,1,1,1,1,,1,,,1,,,,,,,1
data_individual/data_tunhan/tn0018.txt,"137
",,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
data_individual/data_tunhan/tn0037.txt,"224
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data_individual/data_tunhan/tn0053.txt,"461
",,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
data_individual/data_tunhan/tn0041.txt,"279
",,,,,,,,,,,1,,1,,,,,,,,,1,,,,,,,1,,1
data_individual/data_tunhan/tn0007.txt,"104
",,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
data_individual/data_tunhan/tn0006.txt,"101
",,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,1
data_individual/data_tunhan/tn0005.txt,"123
",,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
data_individual/data_tunhan/tn0062.txt,"461
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data_individual/data_tunhan/tn0025.txt,"175
",,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,1
data_individual/data_tunhan/tn0008.txt,"113
",,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
data_individual/data_tunhan/tn0052.txt,"433
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data_individual/data_tunhan/tn0002.txt,"59
",,,,,,,,,,,1,,,,,1,1,,1,,,,,,,,,,,,1
data_individual/data_tunhan/tn0027.txt,"179
",,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,1
data_individual/data_tunhan/tn0048.txt,"350
",,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1
data_individual/data_tunhan/tn0003.txt,"60
",,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
data_individual/data_tunhan/tn0069.txt,"475
",,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,1
data_individual/data_tunhan/tn0060.txt,"461
",,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1
data_individual/data_tunhan/tn0051.txt,"401
",,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,1
data_individual/data_tunhan/tn0012.txt,"126
",,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,1
data_individual/data_tunhan/tn0024.txt,"156
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data_individual/data_tunhan/tn0030.txt,"198
",,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
data_individual/data_tunhan/tn0056.txt,"461
",,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
data_individual/data_tunhan/tn0063.txt,"461
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data_individual/data_tunhan/tn0034.txt,"202
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data_individual/data_tunhan/tn0066.txt,"474
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data_individual/data_tunhan/tn0029.txt,"196
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data_individual/data_tunhan/tn0032.txt,"202
",,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
data_individual/data_tunhan/tn0046.txt,"320
",,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,1
data_individual/data_tunhan/tn0038.txt,"236
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data_individual/data_tunhan/tn0026.txt,"175
",,,,,,,1,1,,,1,,,,,1,,,,,,,,,,,,,,,1
data_individual/data_tunhan/tn0039.txt,"260
",,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
data_individual/data_tunhan/tn0040.txt,"274
",,,,,,,1,1,,,1,,,,,1,,,,,,,,,,,,,,,1
data_individual/data_tunhan/tn0058.txt,"461
",,1,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,1
data_individual/data_tunhan/tn0016.txt,"135
",,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
data_individual/data_tunhan/tn0009.txt,"120
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data_individual/data_tunhan/tn0013.txt,"126
",,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
data_individual/data_tunhan/tn0028.txt,"192
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data_individual/data_tunhan/tn0022.txt,"146
",,1,1,,1,,1,1,,,1,,,,,1,,,,,,,,,,,,,,,1
data_individual/data_tunhan/tn0001.txt,"53
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data_individual/data_tunhan/tn0033.txt,"200
",,1,1,,1,,1,1,,,1,,,,,,,,,,,,,,,,,,,,1
data_individual/data_tunhan/tn0070.txt,"475
",,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
data_individual/data_tunhan/tn0035.txt,"209
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data_individual/data_tunhan/tn0043.txt,"290
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data_individual/data_tunhan/tn0054.txt,"461
",,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,1
data_individual/data_tunhan/tn0045.txt,"299
",,1,1,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,1
data_individual/data_tunhan/tn0071.txt,"480
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data_individual/data_tunhan/tn0015.txt,"129
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data_individual/data_tunhan/tn0050.txt,"380
",,,,,,,1,1,,,1,,,,1,,,,,,,,,,1,,,,1,,1
data_individual/data_tunhan/tn0020.txt,"146
",,,,,1,,,1,,,1,,,,,1,,,,,,,,,,,,,,,1
data_individual/data_tunhan/tn0019.txt,"146
",,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
data_individual/data_tunhan/tn0068.txt,"475
",,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
data_individual/data_tunhan/tn0072.txt,"453
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data_individual/data_tunhan/tn0021.txt,"146
",,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,1
data_individual/data_tunhan/tn0049.txt,"377
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data_individual/data_tunhan/tn0067.txt,"475
",,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
data_individual/data_tunhan/tn0064.txt,"461
",,,,,,,,,,,1,,,1,,,1,,,,,,,1,,,,,,,1
data_individual/data_tunhan/tn0010.txt,"120
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sum per keywords,,0,14,22,9,18,6,70,92,0,9,207,14,5,4,33,51,24,22,28,10,15,8,22,11,21,3,1,8,10,9,231
